year,team_id,game_id,league_id,level_id,split_id,pa,ab,h,k,tb,s,d,t,hr,sb,cs,rbi,r,bb,ibb,hp,sh,sf,ci,gdp,g,gs,ebh,pitches_seen,avg,obp,slg,rc,rc27,iso,woba,ops,sbp,ws,kp,bbp,wpa,babip
0,0,0,0,0,0,42903,39972,9747,0,12344,7867,1272,499,109,1544,0,0,4264,2931,0,0,0,0,0,0,1240,0,1880,0,0.2438,0.2955,0.3088,4110.1448,3.6716,0.0650,0.2860,0.6043,100.0000,0.0000,0.0000,6.8317,0.0000,0.2418
0,0,0,0,0,0,44223,40649,9907,0,12752,7867,1386,503,151,1508,0,0,4541,3574,0,0,0,0,0,0,1242,0,2040,0,0.2437,0.3048,0.3137,4409.6524,3.8729,0.0700,0.2937,0.6186,100.0000,0.0000,0.0000,8.0818,0.0000,0.2409
0,0,0,0,0,0,44320,40925,9948,0,12822,7935,1299,567,147,1671,0,0,4573,3395,0,0,0,0,0,0,1256,0,2013,0,0.2431,0.3011,0.3133,4387.5409,3.8242,0.0702,0.2907,0.6144,100.0000,0.0000,0.0000,7.6602,0.0000,0.2404
0,0,0,0,0,0,44639,40615,10384,4415,13726,8062,1516,592,214,1594,0,0,5007,4024,0,0,0,0,0,0,1242,0,2322,0,0.2557,0.3228,0.3380,5035.5281,4.4973,0.0823,0.3123,0.6607,100.0000,0.0000,9.8905,9.0145,0.0000,0.2826
0,0,0,0,0,0,44713,41154,11239,0,14738,8777,1623,641,198,1711,0,0,5658,3559,0,0,0,0,0,0,1228,0,2462,0,0.2731,0.3310,0.3581,5478.3213,4.9445,0.0850,0.3209,0.6891,100.0000,0.0000,0.0000,7.9597,0.0000,0.2696
0,0,0,0,0,0,45386,41107,10675,4798,14629,8035,1642,682,316,1691,0,0,5506,4279,0,0,0,0,0,0,1246,0,2640,0,0.2597,0.3295,0.3559,5476.3218,4.8587,0.0962,0.3201,0.6854,100.0000,0.0000,10.5715,9.4280,0.0000,0.2878
0,0,0,0,0,0,44681,40887,10826,0,14227,8408,1591,671,156,1809,0,0,5495,3794,0,0,0,0,0,0,1238,0,2418,0,0.2648,0.3272,0.3480,5285.7643,4.7475,0.0832,0.3155,0.6752,100.0000,0.0000,0.0000,8.4913,0.0000,0.2620
0,0,0,0,0,0,45042,41153,11214,4627,15203,8482,1762,683,287,1576,0,0,5659,3889,0,0,0,0,0,0,1226,0,2732,0,0.2725,0.3353,0.3694,5711.5440,5.1509,0.0969,0.3276,0.7047,100.0000,0.0000,10.2726,8.6342,0.0000,0.3015
0,0,0,0,0,0,43654,39911,10209,4670,13404,7953,1476,621,159,1674,0,0,4823,3743,0,0,0,0,0,0,1228,0,2256,0,0.2558,0.3196,0.3358,4873.2156,4.4299,0.0801,0.3064,0.6555,100.0000,0.0000,10.6978,8.5742,0.0000,0.2865
0,0,0,0,0,0,44831,41301,10812,4605,14626,8263,1594,645,310,1576,0,0,5141,3530,0,0,0,0,0,0,1240,0,2549,0,0.2618,0.3199,0.3541,5234.8316,4.6358,0.0923,0.3132,0.6740,100.0000,0.0000,10.2719,7.8740,0.0000,0.2886
0,0,0,0,0,0,44663,40743,10085,5111,13160,7904,1435,598,148,1657,1370,0,4610,3920,0,0,0,0,0,0,1262,0,2181,0,0.2475,0.3136,0.3230,4254.9988,3.5870,0.0755,0.3087,0.6366,54.7407,0.0000,11.4435,8.7768,0.0000,0.2800
0,0,0,0,0,0,44446,40846,10254,4655,13651,7934,1510,543,267,1435,0,0,4798,3600,0,0,0,0,0,0,1250,0,2320,0,0.2510,0.3117,0.3342,4779.4212,4.2182,0.0832,0.3122,0.6459,100.0000,0.0000,10.4734,8.0997,0.0000,0.2780
0,0,0,0,0,0,44521,40304,10005,4868,13128,7819,1409,617,160,1443,1051,0,4922,4217,0,0,0,0,0,0,1242,0,2186,0,0.2482,0.3194,0.3257,4430.1078,3.8154,0.0775,0.3188,0.6452,57.8589,0.0000,10.9342,9.4719,0.0000,0.2791
0,0,0,0,0,0,44154,40888,10140,4728,13514,7788,1555,572,225,1194,995,0,4522,3266,0,0,0,0,0,0,1248,0,2352,0,0.2480,0.3036,0.3305,4211.7797,3.5825,0.0825,0.3113,0.6341,54.5455,0.0000,10.7080,7.3968,0.0000,0.2759
0,0,0,0,0,0,44899,40837,10147,4707,13223,7911,1540,552,144,1425,0,0,4599,4062,0,0,0,0,0,0,1250,0,2236,0,0.2485,0.3165,0.3238,4753.3550,4.1818,0.0753,0.3027,0.6403,100.0000,0.0000,10.4835,9.0470,0.0000,0.2780
0,0,0,0,0,0,44105,41090,10138,4829,13488,7855,1455,589,239,1328,0,0,4290,3015,0,0,0,0,0,0,1244,0,2283,0,0.2467,0.2982,0.3283,4462.1072,3.8924,0.0815,0.2942,0.6265,100.0000,0.0000,10.9489,6.8360,0.0000,0.2748
0,0,0,0,0,0,44526,40670,10075,4192,13017,7932,1477,533,133,1268,0,0,4540,3856,0,0,0,0,0,0,1244,0,2143,0,0.2477,0.3129,0.3201,4592.6433,4.0530,0.0723,0.3009,0.6329,100.0000,0.0000,9.4147,8.6601,0.0000,0.2735
0,0,0,0,0,0,44439,41385,10316,4488,13564,8077,1432,605,202,1145,0,0,4408,3054,0,0,0,0,0,0,1250,0,2239,0,0.2493,0.3009,0.3278,4498.9197,3.9097,0.0785,0.2969,0.6286,100.0000,0.0000,10.0992,6.8723,0.0000,0.2756
0,0,0,0,0,0,36742,33535,8502,3004,10814,6792,1204,410,96,960,0,0,3703,3207,0,0,0,0,0,0,1016,0,1710,0,0.2535,0.3187,0.3225,3871.0320,4.1752,0.0689,0.3072,0.6412,100.0000,0.0000,8.1759,8.7284,0.0000,0.2762
0,0,0,0,0,0,36321,33780,8583,2921,11069,6850,1119,475,139,1029,0,0,3682,2541,0,0,0,0,0,0,1016,0,1733,0,0.2541,0.3063,0.3277,3756.3109,4.0251,0.0736,0.3019,0.6339,100.0000,0.0000,8.0422,6.9960,0.0000,0.2749
0,0,0,0,0,0,40754,37387,10021,3561,13410,7643,1607,531,240,912,0,0,4586,3367,0,0,0,0,0,0,1120,0,2378,0,0.2680,0.3285,0.3587,4848.6609,4.7838,0.0906,0.3206,0.6872,100.0000,0.0000,8.7378,8.2618,0.0000,0.2912
0,0,0,0,0,0,39899,37284,9603,3288,12573,7564,1315,517,207,1165,0,0,4071,2615,0,0,0,0,0,0,1116,0,2039,0,0.2576,0.3062,0.3372,4243.8557,4.1394,0.0797,0.2999,0.6434,100.0000,0.0000,8.2408,6.5540,0.0000,0.2781
0,0,0,0,0,0,45795,41986,11902,3653,16256,8906,2007,620,369,752,707,0,5869,3809,0,0,0,0,0,0,1234,0,2996,0,0.2835,0.3431,0.3872,5778.6057,5.0671,0.1037,0.3478,0.7302,51.5422,0.0000,7.9769,8.3175,0.0000,0.3038
0,0,0,0,0,0,45213,42197,11376,3632,15051,8867,1604,644,261,969,862,0,4893,3016,0,0,0,0,0,0,1234,0,2509,0,0.2696,0.3183,0.3567,4889.4612,4.1668,0.0871,0.3219,0.6750,52.9219,0.0000,8.0331,6.6706,0.0000,0.2902
0,0,0,0,0,0,46794,42829,12525,3583,17484,9214,2140,694,477,685,545,0,6303,3965,0,0,0,0,0,0,1232,0,3311,0,0.2924,0.3524,0.4082,6430.3049,5.6280,0.1158,0.3547,0.7606,55.6911,0.0000,7.6570,8.4733,0.0000,0.3108
0,0,0,0,0,0,45282,42376,12266,3380,16825,9297,1839,670,460,803,771,0,5632,2906,0,0,0,0,0,0,1226,0,2969,0,0.2895,0.3351,0.3970,5723.9284,5.0046,0.1076,0.3404,0.7321,51.0165,0.0000,7.4643,6.4176,0.0000,0.3064
0,0,0,0,0,0,46078,42281,12041,3573,16818,8899,2032,585,525,681,515,0,5865,3797,0,0,0,0,0,0,1236,0,3142,0,0.2848,0.3437,0.3978,6038.7944,5.3015,0.1130,0.3459,0.7415,56.9398,0.0000,7.7542,8.2404,0.0000,0.3016
0,0,0,0,0,0,46505,43050,12579,3380,17404,9476,1911,662,530,755,634,0,6194,3455,0,0,0,0,0,0,1240,0,3103,0,0.2922,0.3448,0.4043,6190.7636,5.3738,0.1121,0.3484,0.7491,54.3557,0.0000,7.2680,7.4293,0.0000,0.3078
0,0,0,0,0,0,46160,42068,11876,3611,16318,8871,2010,553,442,741,606,0,5887,4092,0,0,0,0,0,0,1232,0,3005,0,0.2823,0.3459,0.3879,5912.9190,5.1837,0.1056,0.3467,0.7338,55.0111,0.0000,7.8228,8.8648,0.0000,0.3008
0,0,0,0,0,0,46710,43216,12348,3408,17050,9310,1912,588,538,824,657,0,5987,3494,0,0,0,0,0,0,1234,0,3038,0,0.2857,0.3392,0.3945,5977.4220,5.1194,0.1088,0.3448,0.7337,55.6381,0.0000,7.2961,7.4802,0.0000,0.3007
0,0,0,0,0,0,46416,42280,12253,3249,16743,9108,2197,551,397,749,581,0,6141,4136,0,0,0,0,0,0,1234,0,3145,0,0.2898,0.3531,0.3960,6201.0844,5.4701,0.1062,0.3531,0.7491,56.3158,0.0000,6.9997,8.9107,0.0000,0.3069
0,0,0,0,0,0,45661,42445,12009,3408,16631,9007,1881,622,499,754,659,0,5581,3216,0,0,0,0,0,0,1228,0,3002,0,0.2829,0.3334,0.3918,5697.1527,4.9469,0.1089,0.3399,0.7253,53.3616,0.0000,7.4637,7.0432,0.0000,0.2987
0,0,0,0,0,0,46884,42595,12418,3308,17349,9110,2218,557,533,711,582,0,6401,4289,0,0,0,0,0,0,1232,0,3308,0,0.2915,0.3563,0.4073,6477.6041,5.6860,0.1158,0.3559,0.7636,54.9884,0.0000,7.0557,9.1481,0.0000,0.3067
0,0,0,0,0,0,46319,42859,12495,3373,17751,9125,2120,614,636,672,517,0,6195,3460,0,0,0,0,0,0,1224,0,3370,0,0.2915,0.3445,0.4142,6332.6630,5.5368,0.1226,0.3509,0.7586,56.5181,0.0000,7.2821,7.4699,0.0000,0.3053
0,0,0,0,0,0,45994,41762,11750,3452,16353,8563,2195,568,424,664,509,0,5831,4232,0,0,0,0,0,0,1232,0,3187,0,0.2814,0.3475,0.3916,5987.6883,5.2969,0.1102,0.3455,0.7391,56.6070,0.0000,7.5053,9.2012,0.0000,0.2989
0,0,0,0,0,0,45482,42009,11755,3359,16198,8779,1948,589,439,608,0,0,5612,3473,0,0,0,0,0,0,1236,0,2976,0,0.2798,0.3348,0.3856,5831.4983,5.2043,0.1058,0.3358,0.7204,100.0000,0.0000,7.3853,7.6360,0.0000,0.2961
0,0,0,0,0,0,46135,42117,12024,3341,16822,8714,2261,610,439,788,511,0,6094,4018,0,0,0,0,0,0,1238,0,3310,0,0.2855,0.3477,0.3994,6152.6258,5.4281,0.1139,0.3465,0.7471,60.6620,0.0000,7.2418,8.7092,0.0000,0.3022
0,0,0,0,0,0,45757,42344,11935,3491,16352,9024,1888,540,483,649,0,0,5651,3413,0,0,0,0,0,0,1234,0,2911,0,0.2819,0.3354,0.3862,5895.7022,5.2348,0.1043,0.3348,0.7216,100.0000,0.0000,7.6294,7.4590,0.0000,0.2985
0,0,0,0,0,0,45945,42117,11831,3719,16720,8528,2200,620,483,697,476,0,5876,3828,0,0,0,0,0,0,1234,0,3303,0,0.2809,0.3408,0.3970,5973.9694,5.2434,0.1161,0.3402,0.7378,59.4203,0.0000,8.0945,8.3317,0.0000,0.2993
0,0,0,0,0,0,46184,42336,11901,3410,16788,8752,2021,518,610,568,0,0,5769,3848,0,0,0,0,0,0,1228,0,3149,0,0.2811,0.3410,0.3965,6166.6897,5.4707,0.1154,0.3403,0.7375,100.0000,0.0000,7.3835,8.3319,0.0000,0.2947
0,0,0,0,0,0,46235,42181,11976,3578,17188,8553,2229,599,595,634,491,0,6138,4054,0,0,0,0,0,0,1226,0,3423,0,0.2839,0.3467,0.4075,6241.7207,5.4902,0.1236,0.3448,0.7542,56.3556,0.0000,7.7387,8.7682,0.0000,0.2994
0,0,0,0,0,0,46991,43030,12668,3465,18321,9092,2253,569,754,692,0,0,6609,3961,0,0,0,0,0,0,1232,0,3576,0,0.2944,0.3539,0.4258,6975.1491,6.2028,0.1314,0.3548,0.7796,100.0000,0.0000,7.3738,8.4293,0.0000,0.3070
0,0,0,0,0,0,46857,42882,12338,4088,18044,8634,2375,656,673,598,423,0,6670,3975,0,0,0,0,0,0,1232,0,3704,0,0.2877,0.3481,0.4208,6574.9542,5.7327,0.1331,0.3459,0.7689,58.5700,0.0000,8.7244,8.4833,0.0000,0.3060
0,0,0,0,0,0,47384,43693,13260,3848,19572,9357,2386,625,892,481,0,0,7025,3691,0,0,0,0,0,0,1236,0,3903,0,0.3035,0.3577,0.4479,7434.4072,6.5958,0.1445,0.3598,0.8057,100.0000,0.0000,8.1209,7.7895,0.0000,0.3175
0,0,0,0,0,0,47838,43670,12154,4047,17281,8717,2323,538,576,624,452,0,6355,4168,0,0,0,0,0,0,1236,0,3437,0,0.2783,0.3412,0.3957,6200.0286,5.2365,0.1174,0.3405,0.7369,57.9926,0.0000,8.4598,8.7127,0.0000,0.2965
0,0,0,0,0,0,46443,42941,11883,3862,16614,8670,2188,532,493,462,0,0,5537,3502,0,0,0,0,0,0,1236,0,3213,0,0.2767,0.3313,0.3869,5884.8660,5.1160,0.1102,0.3315,0.7182,100.0000,0.0000,8.3156,7.5404,0.0000,0.2952
0,0,0,0,0,0,47835,43430,12017,4029,17565,8453,2287,570,707,544,405,0,6436,4405,0,0,0,0,0,0,1230,0,3564,0,0.2767,0.3433,0.4044,6359.6480,5.3966,0.1277,0.3407,0.7477,57.3235,0.0000,8.4227,9.2087,0.0000,0.2923
0,0,0,0,0,0,46904,43763,12091,3857,17341,8645,2293,502,651,445,0,0,5680,3141,0,0,0,0,0,0,1236,0,3446,0,0.2763,0.3247,0.3962,5971.8182,5.0909,0.1200,0.3269,0.7210,100.0000,0.0000,8.2232,6.6967,0.0000,0.2914
0,0,0,0,0,0,47044,42674,11637,3904,16638,8395,2090,545,607,452,376,0,6080,4370,0,0,0,0,0,0,1216,0,3242,0,0.2727,0.3403,0.3899,5983.8115,5.1432,0.1172,0.3396,0.7301,54.5894,0.0000,8.2986,9.2892,0.0000,0.2890
0,0,0,0,0,0,45538,42559,11332,3528,15410,8596,1854,422,460,408,0,0,4908,2979,0,0,0,0,0,0,1236,0,2736,0,0.2663,0.3143,0.3621,5152.9091,4.4554,0.0958,0.3144,0.6764,100.0000,0.0000,7.7474,6.5418,0.0000,0.2819
0,0,0,0,0,0,47547,42932,11968,4279,17135,8626,2205,449,688,547,315,0,6305,4615,0,0,0,0,0,0,1230,0,3342,0,0.2788,0.3488,0.3991,6370.5265,5.4990,0.1204,0.3454,0.7479,63.4571,0.0000,8.9995,9.7062,0.0000,0.2971
0,0,0,0,0,0,46229,42982,11996,4150,16938,8799,2108,433,656,362,0,0,5695,3247,0,0,0,0,0,0,1216,0,3197,0,0.2791,0.3297,0.3941,5925.3655,5.1631,0.1150,0.3321,0.7238,100.0000,0.0000,8.9770,7.0237,0.0000,0.2970
0,0,0,0,0,0,47543,42999,12033,3936,17284,8633,2212,525,663,480,329,0,6220,4544,0,0,0,0,0,0,1222,0,3400,0,0.2798,0.3487,0.4020,6395.9357,5.5181,0.1221,0.3459,0.7506,59.3325,0.0000,8.2788,9.5577,0.0000,0.2961
0,0,0,0,0,0,46722,43438,12041,4072,17004,8864,2053,462,662,403,0,0,5806,3284,0,0,0,0,0,0,1234,0,3177,0,0.2772,0.3280,0.3915,5926.1784,5.0962,0.1143,0.3300,0.7195,100.0000,0.0000,8.7154,7.0288,0.0000,0.2940
0,0,0,0,0,0,48594,43747,12657,4023,18427,8951,2400,548,758,562,320,0,7009,4847,0,0,0,0,0,0,1236,0,3706,0,0.2893,0.3602,0.4212,7065.2146,6.0733,0.1319,0.3598,0.7814,63.7188,0.0000,8.2788,9.9745,0.0000,0.3054
0,0,0,0,0,0,47456,43891,12206,4203,16957,9098,2071,431,606,401,0,0,5837,3565,0,0,0,0,0,0,1240,0,3108,0,0.2781,0.3323,0.3863,6012.6339,5.1236,0.1082,0.3317,0.7187,100.0000,0.0000,8.8566,7.5122,0.0000,0.2968
0,0,0,0,0,0,48076,43303,12178,4443,17968,8539,2294,539,806,562,337,0,6503,4773,0,0,0,0,0,0,1244,0,3639,0,0.2812,0.3526,0.4149,6739.1894,5.7834,0.1337,0.3526,0.7675,62.5139,0.0000,9.2416,9.9280,0.0000,0.2988
0,0,0,0,0,0,46327,42660,11591,4553,16301,8587,1922,458,624,459,0,0,5567,3667,0,0,0,0,0,0,1234,0,3004,0,0.2717,0.3294,0.3821,5761.4290,5.0069,0.1104,0.3279,0.7115,100.0000,0.0000,9.8280,7.9155,0.0000,0.2926
0,0,0,0,0,0,47424,42500,11935,4251,17630,8453,2133,485,864,542,325,0,6581,4924,0,0,0,0,0,0,1226,0,3482,0,0.2808,0.3555,0.4148,6691.1659,5.8485,0.1340,0.3554,0.7703,62.5144,0.0000,8.9638,10.3829,0.0000,0.2961
0,0,0,0,0,0,46221,42513,11358,4093,16004,8384,1913,450,611,354,0,0,5388,3708,0,0,0,0,0,0,1220,0,2974,0,0.2672,0.3260,0.3764,5590.8449,4.8452,0.1093,0.3251,0.7024,100.0000,0.0000,8.8553,8.0223,0.0000,0.2842
0,0,0,0,0,0,47251,42594,11866,4314,17357,8465,2107,498,796,589,345,0,6404,4657,0,0,0,0,0,0,1230,0,3401,0,0.2786,0.3497,0.4075,6462.1953,5.6151,0.1289,0.3492,0.7572,63.0621,0.0000,9.1300,9.8559,0.0000,0.2953
0,0,0,0,0,0,46109,42285,11505,4195,16320,8406,2032,418,649,368,0,0,5472,3824,0,0,0,0,0,0,1232,0,3099,0,0.2721,0.3325,0.3860,5819.7606,5.1051,0.1139,0.3318,0.7184,100.0000,0.0000,9.0980,8.2934,0.0000,0.2899
0,0,0,0,0,0,47514,43017,11674,4727,17516,8111,2167,513,883,478,333,0,6147,4497,0,0,0,0,0,0,1238,0,3563,0,0.2714,0.3403,0.4072,6311.2600,5.3796,0.1358,0.3414,0.7475,58.9396,0.0000,9.9486,9.4646,0.0000,0.2885
0,0,0,0,0,0,46765,42986,11328,4329,16158,8290,1934,416,688,475,0,0,5421,3779,0,0,0,0,0,0,1234,0,3038,0,0.2635,0.3230,0.3759,5616.8837,4.7904,0.1124,0.3207,0.6989,100.0000,0.0000,9.2569,8.0808,0.0000,0.2802
0,0,0,0,0,0,47867,43125,11492,4425,16776,8184,2066,508,734,471,323,0,5902,4742,0,0,0,0,0,0,1244,0,3308,0,0.2665,0.3391,0.3890,6067.5799,5.1266,0.1225,0.3402,0.7282,59.3199,0.0000,9.2444,9.9066,0.0000,0.2834
0,0,0,0,0,0,46878,42729,11039,4414,15440,8191,1892,359,597,411,0,0,5266,4149,0,0,0,0,0,0,1244,0,2848,0,0.2583,0.3240,0.3613,5421.1486,4.6188,0.1030,0.3217,0.6853,100.0000,0.0000,9.4159,8.8506,0.0000,0.2768
0,0,0,0,0,0,46273,41955,10785,4144,14981,8055,1797,400,533,538,390,0,5211,4318,0,0,0,0,0,0,1222,0,2730,0,0.2571,0.3264,0.3571,5209.2917,4.4566,0.1000,0.3259,0.6835,57.9741,0.0000,8.9555,9.3316,0.0000,0.2750
0,0,0,0,0,0,45845,41769,10391,4189,14331,7850,1680,323,538,423,0,0,4784,4076,0,0,0,0,0,0,1226,0,2541,0,0.2488,0.3156,0.3431,4926.1705,4.2388,0.0943,0.3147,0.6587,100.0000,0.0000,9.1373,8.8908,0.0000,0.2660
0,0,0,0,0,0,46538,42213,10522,4498,14407,7952,1728,369,473,626,449,0,4796,4325,0,0,0,0,0,0,1234,0,2570,0,0.2493,0.3190,0.3413,4905.8699,4.1213,0.0920,0.3182,0.6603,58.2326,0.0000,9.6652,9.2935,0.0000,0.2698
0,0,0,0,0,0,46539,42491,10945,4059,14756,8386,1739,388,432,384,0,0,4898,4048,0,0,0,0,0,0,1242,0,2559,0,0.2576,0.3222,0.3473,5157.1874,4.4140,0.0897,0.3218,0.6694,100.0000,0.0000,8.7217,8.6981,0.0000,0.2767
0,0,0,0,0,0,46699,42748,11114,4244,15088,8471,1771,413,459,539,339,0,5058,3951,0,0,0,0,0,0,1238,0,2643,0,0.2600,0.3226,0.3530,5170.1476,4.3660,0.0930,0.3200,0.6756,61.3895,0.0000,9.0880,8.4606,0.0000,0.2801
0,0,0,0,0,0,46902,42918,11191,3941,15588,8339,1882,395,575,381,0,0,5295,3984,0,0,0,0,0,0,1246,0,2852,0,0.2608,0.3235,0.3632,5442.6942,4.6318,0.1025,0.3246,0.6868,100.0000,0.0000,8.4026,8.4943,0.0000,0.2764
0,0,0,0,0,0,45769,41624,10634,4186,14382,8138,1674,392,430,453,373,0,4774,4145,0,0,0,0,0,0,1224,0,2496,0,0.2555,0.3229,0.3455,4940.1542,4.2529,0.0900,0.3203,0.6684,54.8426,0.0000,9.1459,9.0563,0.0000,0.2757
0,0,0,0,0,0,46973,42823,11343,3864,15569,8607,1823,336,577,525,0,0,5512,4150,0,0,0,0,0,0,1236,0,2736,0,0.2649,0.3298,0.3636,5581.0158,4.7868,0.0987,0.3309,0.6934,100.0000,0.0000,8.2260,8.8349,0.0000,0.2805
