year,team_id,league_id,sub_league_id,level_id,split_id,position,g,gs,tc,a,po,e,dp,tp,pb,sba,rto,er,ip,ipf,pct,range,rtop,cera,zr,plays,plays_base,roe,eff,opps_0,opps_made_0,opps_1,opps_made_1,opps_2,opps_made_2,opps_3,opps_made_3,opps_4,opps_made_4,opps_5,opps_made_5
1969,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1969,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1970,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1970,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1971,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1971,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1972,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1972,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1973,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1973,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1974,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1974,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1975,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1975,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1976,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1976,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1977,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1977,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1978,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1978,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1979,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1979,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1980,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1980,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1981,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1981,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1982,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1982,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1983,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1983,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1984,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1984,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1985,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1985,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1986,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1986,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1987,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1987,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1988,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1988,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1989,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1989,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1990,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1990,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1994,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1994,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1995,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1995,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2003,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2003,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
