year,team_id,game_id,league_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,ir,irs,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,irsp,gfp,era,pig,ws,whip,gbfbp,kbb,babip,wpa,ra9war
0,0,0,0,0,0,68611,17497,75643,21067,16120,10845,0,7032,7960,7043,0,0,0,0,1946,0,0,0,389,0,0,0,0,0,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,451,134,0,0,0,11.9088,0.2349,0.3061,0.3070,0.6131,8.2917,5.5784,0.8482,3.6171,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6227,0.0000,0.0000,1.3232,0.0000,1.5422,0.2579,0.0000,''
0,0,0,0,0,0,68613,17384,75010,20871,16461,11628,0,6397,7890,6944,0,0,0,0,1946,0,0,0,356,0,0,0,0,0,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,531,166,0,0,0,11.8340,0.2399,0.3047,0.3042,0.6089,8.5221,6.0200,0.7610,3.3118,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.5950,0.0000,0.0000,1.3149,0.0000,1.8177,0.2700,0.0000,''
0,0,0,0,0,0,68727,17441,75535,21642,16404,10957,0,6808,8109,7197,0,0,0,0,1946,0,0,0,467,0,0,0,0,0,1746,0,0,0,0,0,0,0,0,0,0,0,0,0,382,110,0,0,0,11.9780,0.2387,0.3073,0.3149,0.6222,8.4649,5.6541,0.9010,3.5131,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.7138,0.0000,0.0000,1.3309,0.0000,1.6094,0.2616,0.0000,''
0,0,0,0,0,0,69369,17406,76288,22200,17151,11417,0,6919,8771,7826,0,0,0,0,1942,0,0,0,411,0,0,0,0,0,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,470,124,0,0,0,12.4457,0.2472,0.3155,0.3200,0.6355,8.8681,5.9033,0.8702,3.5776,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0465,0.0000,0.0000,1.3829,0.0000,1.6501,0.2749,0.0000,''
0,0,0,0,0,0,67821,17288,74298,20409,15957,10414,0,6477,7472,6647,0,0,0,0,1932,0,0,0,360,0,0,0,0,0,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,537,164,0,0,0,11.6790,0.2353,0.3019,0.3009,0.6029,8.3071,5.4214,0.7726,3.3719,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.4604,0.0000,0.0000,1.2977,0.0000,1.6078,0.2588,0.0000,''
0,0,0,0,0,0,69006,17472,75065,20727,16590,10542,0,6059,7601,6726,0,0,0,0,1944,0,0,0,329,0,0,0,0,0,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,546,151,0,0,0,11.6667,0.2404,0.3017,0.3004,0.6021,8.5457,5.4303,0.7103,3.1211,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.4646,0.0000,0.0000,1.2963,0.0000,1.7399,0.2665,0.0000,''
0,0,0,0,0,0,64695,16648,70437,18276,14751,10174,0,5742,6441,5660,0,0,0,0,1858,0,0,0,372,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,502,193,0,0,0,11.0786,0.2280,0.2909,0.2825,0.5734,7.9745,5.5001,0.6352,3.1042,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.0598,0.0000,0.0000,1.2310,0.0000,1.7719,0.2545,0.0000,''
0,0,0,0,0,0,66059,16792,72044,19760,15683,10544,0,5985,7265,6440,0,0,0,0,1860,0,0,0,361,0,0,0,0,0,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,507,164,0,0,0,11.6134,0.2374,0.3008,0.2991,0.5999,8.4056,5.6513,0.7284,3.2078,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.4516,0.0000,0.0000,1.2904,0.0000,1.7617,0.2645,0.0000,''
0,0,0,0,0,0,69369,17392,76016,21849,17193,9851,0,6647,8314,7375,0,0,0,0,1944,0,0,0,390,0,0,0,0,0,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,614,150,0,0,0,12.3367,0.2478,0.3136,0.3150,0.6286,8.8970,5.0977,0.8031,3.4397,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.8164,0.0000,0.0000,1.3707,0.0000,1.4820,0.2698,0.0000,''
0,0,0,0,0,0,69251,17478,75704,21467,16817,10507,0,6453,8062,7106,0,0,0,0,1942,0,0,0,429,0,0,0,0,0,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,447,143,0,0,0,11.9825,0.2428,0.3074,0.3100,0.6174,8.6596,5.4104,0.7981,3.3229,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6591,0.0000,0.0000,1.3314,0.0000,1.6282,0.2669,0.0000,''
0,0,0,0,0,0,69391,17443,75526,21169,17062,9524,0,6135,7976,7010,0,0,0,0,1946,0,0,0,260,0,0,0,0,0,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,650,144,0,0,0,11.9689,0.2459,0.3071,0.3051,0.6122,8.8034,4.9141,0.7064,3.1655,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6169,0.0000,0.0000,1.3299,0.0000,1.5524,0.2683,0.0000,''
0,0,0,0,0,0,69377,17490,76205,20747,16907,9971,0,6828,8070,7029,0,0,0,0,1944,0,0,0,257,0,0,0,0,0,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,439,142,0,0,0,12.2136,0.2437,0.3115,0.2990,0.6105,8.7000,5.1309,0.6587,3.5136,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6170,0.0000,0.0000,1.3571,0.0000,1.4603,0.2688,0.0000,''
0,0,0,0,0,0,68671,17270,75343,21256,16861,9487,0,6672,8281,7248,0,0,0,0,1926,0,0,0,319,0,0,0,0,0,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,625,137,0,0,0,12.2639,0.2455,0.3123,0.3095,0.6219,8.7869,4.9440,0.7635,3.4770,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.7772,0.0000,0.0000,1.3627,0.0000,1.4219,0.2667,0.0000,''
0,0,0,0,0,0,69343,17447,76073,20701,17002,9793,0,6730,8014,7019,0,0,0,0,1942,0,0,0,350,0,0,0,0,0,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,427,129,0,0,0,12.2421,0.2452,0.3120,0.2985,0.6105,8.7704,5.0517,0.6360,3.4717,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6207,0.0000,0.0000,1.3602,0.0000,1.4551,0.2704,0.0000,''
0,0,0,0,0,0,69218,17466,75346,20186,16820,9143,0,6128,7753,6825,0,0,0,0,1934,0,0,0,321,0,0,0,0,0,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,590,161,0,0,0,11.8248,0.2430,0.3046,0.2916,0.5962,8.6671,4.7113,0.5782,3.1577,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.5168,0.0000,0.0000,1.3139,0.0000,1.4920,0.2663,0.0000,''
0,0,0,0,0,0,69140,17454,75403,20117,16778,9602,0,6263,7739,6789,0,0,0,0,1944,0,0,0,362,0,0,0,0,0,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,449,164,0,0,0,11.8809,0.2427,0.3056,0.2910,0.5965,8.6514,4.9512,0.5739,3.2295,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.5007,0.0000,0.0000,1.3201,0.0000,1.5331,0.2681,0.0000,''
0,0,0,0,0,0,81232,20220,88502,26611,20572,11234,0,7270,10247,9120,0,0,0,0,2262,0,0,0,416,0,0,0,0,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,586,117,0,0,0,12.3926,0.2532,0.3146,0.3276,0.6422,9.1567,5.0003,0.8960,3.2359,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0593,0.0000,0.0000,1.3770,0.0000,1.5453,0.2730,0.0000,''
0,0,0,0,0,0,69998,17511,76485,22358,17465,10488,0,6487,8556,7605,0,0,0,0,1944,0,0,0,429,0,0,0,0,0,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,321,121,0,0,0,12.3104,0.2495,0.3132,0.3194,0.6326,8.9764,5.3904,0.8383,3.3341,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.9087,0.0000,0.0000,1.3678,0.0000,1.6168,0.2736,0.0000,''
0,0,0,0,0,0,80426,20158,87713,24992,19952,10153,0,7287,9509,8425,0,0,0,0,2262,0,0,0,390,0,0,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,645,161,0,0,0,12.1615,0.2481,0.3105,0.3107,0.6213,8.9080,4.5330,0.7501,3.2534,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.7615,0.0000,0.0000,1.3513,0.0000,1.3933,0.2664,0.0000,''
0,0,0,0,0,0,68543,17329,74822,20384,16556,9905,0,6279,7742,6882,0,0,0,0,1942,0,0,0,414,0,0,0,0,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,389,144,0,0,0,11.8596,0.2415,0.3052,0.2974,0.6026,8.5985,5.1443,0.6627,3.2611,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.5742,0.0000,0.0000,1.3177,0.0000,1.5775,0.2664,0.0000,''
0,0,0,0,0,0,80826,20048,88239,26700,20682,10115,0,7413,10527,9389,0,0,0,0,2256,0,0,0,417,0,0,0,0,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,551,116,0,0,0,12.6125,0.2559,0.3184,0.3303,0.6487,9.2846,4.5409,0.9005,3.3279,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.2149,0.0000,0.0000,1.4014,0.0000,1.3645,0.2718,0.0000,''
0,0,0,0,0,0,69495,17422,75683,21510,17229,9920,0,6188,8186,7221,0,0,0,0,1942,0,0,0,423,0,0,0,0,0,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,362,121,0,0,0,12.0969,0.2479,0.3094,0.3095,0.6189,8.9003,5.1246,0.7372,3.1966,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.7303,0.0000,0.0000,1.3441,0.0000,1.6031,0.2718,0.0000,''
0,0,0,0,0,0,81942,20328,89163,26490,20958,10363,0,7221,10201,9110,0,0,0,0,2264,0,0,0,457,0,0,0,0,0,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,549,132,0,0,0,12.4759,0.2558,0.3160,0.3233,0.6393,9.2789,4.5881,0.8164,3.1970,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0334,0.0000,0.0000,1.3862,0.0000,1.4351,0.2741,0.0000,''
0,0,0,0,0,0,69764,17526,75733,20915,17186,9849,0,5969,7852,7015,0,0,0,0,1946,0,0,0,445,0,0,0,0,0,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,307,132,0,0,0,11.8906,0.2463,0.3057,0.2998,0.6055,8.8254,5.0577,0.6383,3.0652,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6024,0.0000,0.0000,1.3212,0.0000,1.6500,0.2717,0.0000,''
0,0,0,0,0,0,53429,13457,58190,16242,13056,6905,0,4761,6112,5470,0,0,0,2,1500,0,0,0,304,0,0,0,0,0,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,334,112,0,0,0,11.9154,0.2444,0.3062,0.3040,0.6102,8.7314,4.6178,0.7102,3.1840,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6581,0.0000,0.0000,1.3239,0.0000,1.4503,0.2638,0.0000,''
0,0,0,0,0,0,46043,11634,50150,13298,11141,6332,0,4107,5035,4512,0,0,0,0,1288,0,0,0,301,0,0,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,176,95,0,0,0,11.7958,0.2420,0.3040,0.2888,0.5929,8.6186,4.8984,0.5562,3.1772,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.4905,0.0000,0.0000,1.3106,0.0000,1.5418,0.2673,0.0000,''
0,0,0,0,0,0,81565,20333,88903,26806,20566,10921,0,7338,10163,9203,0,0,0,0,2270,0,0,0,463,0,0,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,445,121,0,0,0,12.3512,0.2521,0.3139,0.3286,0.6425,9.1031,4.8340,0.9207,3.2480,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0735,0.0000,0.0000,1.3724,0.0000,1.4883,0.2696,0.0000,''
0,0,0,0,0,0,69702,17539,75666,20982,17085,10300,0,5964,7947,7018,0,0,0,0,1944,0,0,0,469,0,0,0,0,0,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,289,117,0,0,0,11.8274,0.2451,0.3046,0.3010,0.6056,8.7670,5.2854,0.6666,3.0604,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6012,0.0000,0.0000,1.3142,0.0000,1.7270,0.2717,0.0000,''
0,0,0,0,0,0,81490,20276,88584,26371,20662,10967,0,7094,10177,9146,0,0,0,0,2270,0,0,0,503,0,0,0,0,0,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,469,133,0,0,0,12.3202,0.2536,0.3133,0.3236,0.6369,9.1713,4.8680,0.8447,3.1488,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0597,0.0000,0.0000,1.3689,0.0000,1.5460,0.2734,0.0000,''
0,0,0,0,0,0,69149,17456,75573,20975,16781,10749,0,6424,7993,7033,0,0,0,0,1948,0,0,0,474,0,0,0,0,0,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,276,115,0,0,0,11.9641,0.2427,0.3071,0.3033,0.6104,8.6520,5.5420,0.7208,3.3121,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6261,0.0000,0.0000,1.3293,0.0000,1.6733,0.2699,0.0000,''
0,0,0,0,0,0,81370,20277,88541,26479,20539,11571,0,7171,10027,8995,0,0,0,0,2268,0,0,0,513,0,0,0,0,0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,398,124,0,0,0,12.2992,0.2524,0.3130,0.3254,0.6384,9.1163,5.1358,0.8788,3.1829,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.9925,0.0000,0.0000,1.3666,0.0000,1.6136,0.2737,0.0000,''
0,0,0,0,0,0,69108,17422,75257,20676,16842,10929,0,6149,7894,6947,0,0,0,0,1942,0,0,0,480,0,0,0,0,0,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,234,130,0,0,0,11.8769,0.2437,0.3055,0.2992,0.6047,8.7004,5.6458,0.6602,3.1765,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.5887,0.0000,0.0000,1.3197,0.0000,1.7774,0.2735,0.0000,''
0,0,0,0,0,0,80725,20181,88190,26716,20182,11777,0,7465,10317,9302,0,0,0,0,2264,0,0,0,522,0,0,0,0,0,2178,0,0,0,0,0,0,0,0,0,0,0,0,0,360,108,0,0,0,12.3296,0.2500,0.3135,0.3310,0.6444,9.0004,5.2521,0.9713,3.3291,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.1484,0.0000,0.0000,1.3700,0.0000,1.5776,0.2696,0.0000,''
0,0,0,0,0,0,69015,17473,75388,20868,16596,10674,0,6373,7899,6969,0,0,0,0,1942,0,0,0,455,0,0,0,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,267,149,0,0,0,11.8309,0.2405,0.3047,0.3024,0.6070,8.5483,5.4980,0.7335,3.2826,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.5896,0.0000,0.0000,1.3145,0.0000,1.6749,0.2666,0.0000,''
0,0,0,0,0,0,80828,20197,88495,27107,20237,13058,0,7667,10449,9369,0,0,0,0,2268,0,0,0,524,0,0,0,0,0,2290,0,0,0,0,0,0,0,0,0,0,0,0,0,355,123,0,0,0,12.4343,0.2504,0.3153,0.3354,0.6507,9.0178,5.8188,1.0204,3.4165,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.1749,0.0000,0.0000,1.3816,0.0000,1.7031,0.2741,0.0000,''
0,0,0,0,0,0,69044,17467,75604,21212,16643,11648,0,6560,8096,7211,0,0,0,0,1938,0,0,0,480,0,0,0,0,0,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,224,113,0,0,0,11.9555,0.2410,0.3069,0.3072,0.6141,8.5754,6.0017,0.7847,3.3801,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.7155,0.0000,0.0000,1.3284,0.0000,1.7756,0.2706,0.0000,''
0,0,0,0,0,0,81193,20191,89005,28522,20620,13442,0,7812,11112,9998,0,0,0,0,2268,0,0,0,475,0,0,0,0,0,2634,0,0,0,0,0,0,0,0,0,0,0,0,0,372,114,0,0,0,12.6734,0.2540,0.3194,0.3513,0.6707,9.1912,5.9917,1.1741,3.4821,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.4565,0.0000,0.0000,1.4082,0.0000,1.7207,0.2762,0.0000,''
0,0,0,0,0,0,69403,17376,75980,22747,17275,11657,0,6577,8771,7876,0,0,0,0,1942,0,0,0,496,0,0,0,0,0,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,189,98,0,0,0,12.3543,0.2489,0.3139,0.3278,0.6417,8.9477,6.0378,0.9448,3.4066,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0794,0.0000,0.0000,1.3727,0.0000,1.7724,0.2763,0.0000,''
0,0,0,0,0,0,80516,20183,87707,25670,19967,12323,0,7191,9858,8893,0,0,0,0,2262,0,0,0,569,0,0,0,0,0,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,352,139,0,0,0,12.1103,0.2480,0.3096,0.3188,0.6285,8.9037,5.4951,0.8477,3.2066,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.9656,0.0000,0.0000,1.3456,0.0000,1.7137,0.2725,0.0000,''
0,0,0,0,0,0,68708,17477,74501,20114,16277,11032,0,5793,7522,6695,0,0,0,0,1938,0,0,0,480,0,0,0,0,0,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,270,153,0,0,0,11.3652,0.2369,0.2962,0.2927,0.5890,8.3820,5.6811,0.6586,2.9832,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.4477,0.0000,0.0000,1.2628,0.0000,1.9044,0.2659,0.0000,''
0,0,0,0,0,0,80609,20177,87886,25232,20078,12296,0,7277,9732,8707,0,0,0,0,2266,0,0,0,582,0,0,0,0,0,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,265,145,0,0,0,12.2018,0.2491,0.3113,0.3130,0.6243,8.9558,5.4847,0.7663,3.2459,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.8838,0.0000,0.0000,1.3558,0.0000,1.6897,0.2757,0.0000,''
0,0,0,0,0,0,68805,17530,75056,20310,16215,11354,0,6251,7673,6806,0,0,0,0,1946,0,0,0,487,0,0,0,0,0,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,218,147,0,0,0,11.5342,0.2357,0.2993,0.2952,0.5945,8.3249,5.8292,0.7008,3.2093,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.4942,0.0000,0.0000,1.2816,0.0000,1.8163,0.2648,0.0000,''
0,0,0,0,0,0,80434,20178,88065,25288,19900,12689,0,7631,9746,8754,0,0,0,0,2266,0,0,0,637,0,0,0,0,0,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,229,144,0,0,0,12.2797,0.2474,0.3126,0.3144,0.6270,8.8760,5.6597,0.8011,3.4037,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.9045,0.0000,0.0000,1.3644,0.0000,1.6628,0.2745,0.0000,''
0,0,0,0,0,0,69051,17378,75272,21480,16917,11164,0,6221,8173,7322,0,0,0,0,1944,0,0,0,476,0,0,0,0,0,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,200,116,0,0,0,11.9831,0.2450,0.3074,0.3111,0.6185,8.7612,5.7818,0.7877,3.2218,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.7920,0.0000,0.0000,1.3315,0.0000,1.7946,0.2731,0.0000,''
0,0,0,0,0,0,81326,20377,89056,26054,20195,12944,0,7730,10172,9270,0,0,0,0,2268,0,0,0,618,0,0,0,0,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,216,150,0,0,0,12.3338,0.2483,0.3136,0.3204,0.6339,8.9196,5.7170,0.8626,3.4141,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0943,0.0000,0.0000,1.3704,0.0000,1.6745,0.2746,0.0000,''
0,0,0,0,0,0,68515,17384,74769,20653,16363,11446,0,6254,7955,7114,0,0,0,0,1940,0,0,0,514,0,0,0,0,0,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,150,122,0,0,0,11.7092,0.2388,0.3025,0.3014,0.6039,8.4714,5.9258,0.7403,3.2378,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.6830,0.0000,0.0000,1.3010,0.0000,1.8302,0.2684,0.0000,''
0,0,0,0,0,0,80981,20325,88685,25334,20006,12196,0,7704,9802,8898,0,0,0,0,2268,0,0,0,619,0,0,0,0,0,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,242,141,0,0,0,12.2701,0.2470,0.3125,0.3128,0.6253,8.8587,5.4004,0.7864,3.4114,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.9401,0.0000,0.0000,1.3633,0.0000,1.5831,0.2721,0.0000,''
0,0,0,0,0,0,69032,17498,75010,20324,16538,11342,0,5978,7539,6808,0,0,0,0,1944,0,0,0,490,0,0,0,0,0,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,177,157,0,0,0,11.5810,0.2396,0.3002,0.2944,0.5946,8.5062,5.8337,0.6491,3.0748,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.5017,0.0000,0.0000,1.2868,0.0000,1.8973,0.2707,0.0000,''
0,0,0,0,0,0,81312,20217,89318,26883,20661,12952,0,8006,10674,9706,0,0,0,0,2268,0,0,0,593,0,0,0,0,0,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,209,110,0,0,0,12.7617,0.2541,0.3210,0.3306,0.6516,9.1977,5.7658,0.9233,3.5640,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.3208,0.0000,0.0000,1.4180,0.0000,1.6178,0.2804,0.0000,''
0,0,0,0,0,0,81264,20279,88368,26295,20427,13358,0,7104,10190,9104,0,0,0,0,2270,0,0,0,599,0,0,0,0,0,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,162,110,0,0,0,12.2185,0.2514,0.3115,0.3236,0.6351,9.0657,5.9284,0.8681,3.1528,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,4.0404,0.0000,0.0000,1.3576,0.0000,1.8803,0.2801,0.0000,''
