team_id,gate_revenue,season_ticket_revenue,media_revenue,merchandising_revenue,revenue_sharing,playoff_revenue,cash,cash_owner,cash_trades,previous_balance,player_expenses,staff_expenses,stadium_expenses,season_tickets,attendance,fan_interest,fan_loyalty,fan_modifier,ticket_price,local_media_contract,local_media_contract_expires,national_media_contract,national_media_contract_expires,scouting_budget,development_budget,draft_budget,draft_expenses,intl_fa_budget,spent_in_intl,budget,market,owner_expectation,total_revenue,total_expenses,financial_balance,budget_balance
31,27305040,25203291,82500000,19414971,-3911600,0,2000000,0,0,5911600,121652100,5528000,0,12831,2165292,0,0,0,24.2500,0,0,0,0,9200000,10800000,9975000,0,0,0,160000000,0,0,154423302,147180100,9243202,4844900
32,31664561,25905136,85000000,19267470,0,0,2000000,0,0,2000000,119035000,4992000,0,12666,2279988,0,0,0,25.2500,0,0,0,0,5200000,12240000,5687500,0,0,0,170000000,0,0,161837167,141467000,22370167,24845500
33,15844815,11473245,75000000,15487767,0,0,2000000,0,0,2000000,85616100,4770000,0,9443,1821204,0,0,0,15.0000,0,0,0,0,12000000,17760000,12250000,0,0,0,120000000,0,0,117805827,120146100,-340273,-10396100
34,56746008,75214656,120000000,32150034,0,0,10000000,0,0,10000000,220300000,5336000,0,21104,2999106,0,0,0,44.0000,0,0,0,0,12800000,13079999,1820000,0,0,0,290000000,0,0,284110698,251515999,42594699,46664001
35,14827860,9479430,74000000,13565799,-6008972,0,2000000,0,0,8008972,95735000,4808000,0,7802,1620486,0,0,0,15.0000,0,0,0,0,14800000,18000000,8750000,0,0,0,120000000,0,0,111873089,133343000,-19469911,-20093000
36,54016065,81019116,120000000,33499980,0,0,2000000,0,0,2000000,207615500,6054000,0,24396,3293541,0,0,0,41.0000,0,0,0,0,8800000,12000000,2700000,0,0,0,290000000,0,0,288535161,234469500,56065661,54830500
37,24925239,15933267,82500000,15104961,-3857900,0,2000000,0,0,5857900,129618400,4232000,0,9044,1878552,0,0,0,21.7500,0,0,0,0,8000000,12000000,4437500,0,0,0,140000000,0,0,138463467,153850400,-13386933,-16287900
38,34574952,28285503,85000000,20002464,-6732425,0,2000000,0,0,8732425,118302950,5882000,0,13303,2394684,0,0,0,26.2500,0,0,0,0,5600000,13440000,2800000,0,0,0,170000000,0,0,167862919,143224950,26637969,25975050
39,38133282,57195942,100000000,29304018,0,0,2000000,0,0,2000000,145473500,5872000,0,21561,2910816,0,0,0,32.7500,0,0,0,0,11200000,12960000,4112500,0,0,0,230000000,0,0,224633242,175505500,51127742,52382000
40,19911906,14418162,82500000,16075017,0,0,2000000,0,0,2000000,104448400,5446000,0,9889,1907226,0,0,0,18.0000,0,0,0,0,15200000,18000000,8400000,0,0,0,140000000,0,0,132905085,143094400,-8189315,-9494400
41,13355280,7511130,68000000,11580813,-3880875,0,2000000,0,0,5880875,69836500,5452000,0,6182,1391094,0,0,0,15.0000,0,0,0,0,9600000,18480000,11375000,0,0,0,110000000,0,0,100447223,103368500,-921277,-2743500
42,54054804,63455379,110000000,29314791,0,0,2000000,0,0,2000000,175322400,4890000,0,21317,3197556,0,0,0,36.7500,0,0,0,0,9200000,13079999,3080000,0,0,0,260000000,0,0,256824974,202492399,56332575,56427601
43,18589500,11883510,75000000,14560155,-2332025,0,2000000,0,0,4332025,98898525,5410000,0,8630,1792530,0,0,0,17.0000,0,0,0,0,14400000,18000000,11375000,0,0,0,120000000,0,0,120033165,136708525,-14675360,-26083525
44,41260874,48433909,105000000,25887600,-1848122,0,2000000,0,0,3848122,178281917,4828000,0,18258,2738772,0,0,0,32.7500,0,0,0,0,9200000,12000000,3350000,0,0,0,230000000,0,0,220582383,204309917,18272466,24340083
45,55261440,82892160,120000000,33499980,-1897975,0,2000000,0,0,3897975,163095000,5164000,0,24960,3369600,0,0,0,41.0000,0,0,0,0,4000000,9480000,3200000,0,0,0,300000000,0,0,291653580,181739000,111914580,117061000
46,37548563,39077437,90000000,22445829,0,0,2000000,0,0,2000000,124377900,5298000,0,15438,2452032,0,0,0,31.2500,0,0,0,0,4000000,9000000,1600000,0,0,0,190000000,0,0,189071829,142675900,48395929,47724100
47,25638930,18563985,82500000,16425018,-4889047,0,2000000,0,0,6889047,115611933,3828000,0,10186,1964574,0,0,0,22.5000,0,0,0,0,9600000,12000000,4912500,0,0,0,150000000,0,0,143127933,141039933,4088000,6047567
48,45726789,68585838,115000000,32093010,0,0,10000000,0,0,10000000,203282907,5444000,0,23685,3197556,0,0,0,35.7500,0,0,0,0,8400000,14760000,4760000,0,0,0,270000000,0,0,261405637,231886907,39518730,43353093
49,42641438,39360937,92500000,22617711,-2254017,0,2000000,0,0,4254017,143649264,4826000,0,15550,2624076,0,0,0,31.2500,0,0,0,0,8000000,12000000,3787500,0,0,0,200000000,0,0,197120086,168475264,30644822,29737236
50,23519322,13227543,75000000,13806774,0,0,2000000,0,0,2000000,95177500,5878000,0,7966,1792530,0,0,0,20.5000,0,0,0,0,11200000,12000000,2612500,0,0,0,130000000,0,0,125553639,124255500,3298139,5132000
51,40318864,32987715,90000000,20282400,-2741752,0,2000000,0,0,4741752,156653500,5638000,0,13463,2423358,0,0,0,30.2500,0,0,0,0,4800000,9000000,2200000,0,0,0,190000000,0,0,183588979,176091500,9497479,13708500
52,17496000,11184480,70000000,14513985,-13617775,0,2000000,0,0,15617775,75693000,5028000,0,8630,1792530,0,0,0,16.0000,0,0,0,0,12400000,18000000,10500000,0,0,0,120000000,0,0,113194465,111121000,4073465,379000
53,22801399,16508508,75000000,15662079,-2462725,0,2000000,0,0,4462725,93624900,5358000,0,9591,1849878,0,0,0,21.2500,0,0,0,0,10800000,12000000,5862500,0,0,0,130000000,0,0,129971986,121782900,10189086,4354600
54,27586494,28711098,90000000,20421072,0,0,2000000,0,0,2000000,137210100,4872000,0,13633,2165292,0,0,0,26.0000,0,0,0,0,10400000,12960000,4250000,0,0,0,170000000,0,0,166718664,165442100,3276564,2307900
55,43972268,51618910,110000000,26744418,-5323367,0,2000000,0,0,7323367,168784375,5496000,0,19023,2853468,0,0,0,33.5000,0,0,0,0,10800000,12000000,4050000,0,0,0,240000000,0,0,232335596,197080375,37255221,40869625
56,45254700,67875934,110000000,30224259,0,0,2000000,0,0,2000000,155888600,5086000,0,22198,2996838,0,0,0,37.7500,0,0,0,0,5600000,9000000,1900000,0,0,0,260000000,0,0,253354893,175574600,79780293,84525400
57,20134069,11325318,69000000,13148811,-6788425,0,2000000,0,0,8788425,56811300,5054000,0,7457,1677834,0,0,0,18.7500,0,0,0,0,5600000,10560000,5450000,0,0,0,120000000,0,0,113608198,78025300,37582898,38524700
58,22015051,18010896,82500000,17981271,0,0,2000000,0,0,2000000,109054500,4684000,0,11551,2079270,0,0,0,19.2500,0,0,0,0,13600000,18000000,10500000,0,0,0,150000000,0,0,140507218,145338500,-2831282,-3838500
59,23836255,19501539,77000000,18992880,-785550,0,2000000,0,0,2785550,72157600,5138000,0,12507,2251314,0,0,0,19.2500,0,0,0,0,10400000,18240000,7000000,0,0,0,140000000,0,0,139330674,105935600,35395074,29064400
60,52042905,61087729,110000000,27815400,0,0,2000000,0,0,2000000,195437700,4614000,0,19978,2996838,0,0,0,37.7500,0,0,0,0,8400000,9000000,1700000,0,0,0,260000000,0,0,250946034,217451700,35494334,42848300
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
